DMSO-1	DMSO-2	RocA-003	RocA-03	RocA-3
ENST00000259963	ENST00000267102	ENST00000311873	ENST00000283882	ENST00000514985
ENST00000406581	ENST00000393261	ENST00000262518	ENST00000378700	ENST00000428680
ENST00000372146	ENST00000304658	ENST00000345097	ENST00000369144	ENST00000311128
ENST00000367405	ENST00000319545	ENST00000231368	ENST00000310850	ENST00000238961
ENST00000450251	ENST00000340487	ENST00000436139	ENST00000398392	ENST00000346128
ENST00000450536	ENST00000259963	ENST00000370282	ENST00000514985	ENST00000246166
ENST00000366621	ENST00000406581	ENST00000378000	ENST00000311128	ENST00000614971
ENST00000378078	ENST00000372146	ENST00000347519	ENST00000238961	ENST00000636400
ENST00000377990	ENST00000367405	ENST00000557008	ENST00000246166	ENST00000374212
ENST00000235310	ENST00000450251	ENST00000376483	ENST00000614971	ENST00000254718
ENST00000328649	ENST00000450536	ENST00000595090	ENST00000636400	ENST00000620860
ENST00000523483	ENST00000366621	ENST00000251157	ENST00000374212	ENST00000324048
ENST00000545173	ENST00000378078	ENST00000537403	ENST00000254718	ENST00000266079
ENST00000366690	ENST00000377990	ENST00000382363	ENST00000322563	ENST00000369215
ENST00000343380	ENST00000235310	ENST00000471115	ENST00000620860	ENST00000517309
ENST00000425394	ENST00000328649	ENST00000218200	ENST00000324048	ENST00000286835
ENST00000282308	ENST00000523483	ENST00000476907	ENST00000266079	ENST00000482108
ENST00000356971	ENST00000545173	ENST00000332439	ENST00000369215	ENST00000422785
ENST00000402394	ENST00000366690	ENST00000349139	ENST00000517309	ENST00000424542
ENST00000311873	ENST00000343380	ENST00000400485	ENST00000286835	ENST00000309863
ENST00000262518	ENST00000425394	ENST00000261789	ENST00000482108	ENST00000357596
ENST00000345097	ENST00000282308	ENST00000219069	ENST00000422785	ENST00000331327
ENST00000231368	ENST00000356971	ENST00000614654	ENST00000424542	ENST00000313511
ENST00000436139	ENST00000402394	ENST00000367519	ENST00000309863	ENST00000355237
ENST00000370282	ENST00000311873	ENST00000361720	ENST00000357596	ENST00000400577
ENST00000378000	ENST00000262518	ENST00000380817	ENST00000331327	ENST00000538384
ENST00000347519	ENST00000345097	ENST00000402802	ENST00000313511	ENST00000268379
ENST00000557008	ENST00000231368	ENST00000313408	ENST00000355237	ENST00000265175
ENST00000315475	ENST00000441391	ENST00000396679	ENST00000538384	ENST00000471841
ENST00000376483	ENST00000436139	ENST00000355059	ENST00000268379	ENST00000361113
ENST00000595090	ENST00000370282	ENST00000617204	ENST00000265175	ENST00000548547
ENST00000251157	ENST00000378000	ENST00000252799	ENST00000291232	ENST00000534348
ENST00000537403	ENST00000347519	ENST00000379160	ENST00000471841	ENST00000521789
ENST00000281127	ENST00000557008	ENST00000378387	ENST00000534348	ENST00000327726
ENST00000382363	ENST00000376483	ENST00000410080	ENST00000510168	ENST00000353868
ENST00000471115	ENST00000595090	ENST00000452510	ENST00000521789	ENST00000572447
ENST00000218200	ENST00000251157	ENST00000264036	ENST00000327726	ENST00000394688
ENST00000476907	ENST00000537403	ENST00000606320	ENST00000353868	ENST00000332290
ENST00000332439	ENST00000281127	ENST00000532677	ENST00000572447	ENST00000621943
ENST00000349139	ENST00000382363	ENST00000283882	ENST00000394688	ENST00000355943
ENST00000400485	ENST00000471115	ENST00000378700	ENST00000332290	ENST00000236137
ENST00000261789	ENST00000218200	ENST00000369144	ENST00000621943	ENST00000491895
ENST00000369700	ENST00000476907	ENST00000310850	ENST00000355943	ENST00000372022
ENST00000219069	ENST00000332439	ENST00000398392	ENST00000491895	ENST00000262768
ENST00000614654	ENST00000349139	ENST00000278319	ENST00000372022	ENST00000403638
ENST00000367519	ENST00000400485	ENST00000514985	ENST00000262768	ENST00000409757
ENST00000361720	ENST00000261789	ENST00000428680	ENST00000620771	ENST00000396847
ENST00000380817	ENST00000219069	ENST00000311128	ENST00000409757	ENST00000328908
ENST00000402802	ENST00000614654	ENST00000238961	ENST00000328908	ENST00000369878
ENST00000217964	ENST00000355897	ENST00000346128	ENST00000369878	ENST00000281471
ENST00000313408	ENST00000361720	ENST00000246166	ENST00000281471	ENST00000537098
ENST00000396679	ENST00000380817	ENST00000614971	ENST00000537098	ENST00000251343
ENST00000355059	ENST00000402802	ENST00000636400	ENST00000398399	ENST00000419016
ENST00000617204	ENST00000217964	ENST00000374212	ENST00000419016	ENST00000259951
ENST00000252799	ENST00000313408	ENST00000254718	ENST00000259951	ENST00000297029
ENST00000379160	ENST00000396679	ENST00000620860	ENST00000297029	ENST00000478691
ENST00000378387	ENST00000355059	ENST00000324048	ENST00000478691	ENST00000265339
ENST00000410080	ENST00000617204	ENST00000266079	ENST00000265339	ENST00000581486
ENST00000452510	ENST00000252799	ENST00000369215	ENST00000581486	ENST00000295124
ENST00000264036	ENST00000379160	ENST00000423902	ENST00000295124	ENST00000576479
ENST00000606320	ENST00000378387	ENST00000517309	ENST00000576479	ENST00000539644
ENST00000532677	ENST00000410080	ENST00000286835	ENST00000158771	ENST00000158771
ENST00000283882	ENST00000452510	ENST00000326505	ENST00000373312	ENST00000373312
ENST00000378700	ENST00000264036	ENST00000482108	ENST00000367765	ENST00000367765
ENST00000369144	ENST00000606320	ENST00000422785	ENST00000279068	ENST00000279068
ENST00000310850	ENST00000532677	ENST00000424542	ENST00000437198	ENST00000437198
ENST00000398392	ENST00000283882	ENST00000332981	ENST00000520539	ENST00000263026
ENST00000278319	ENST00000378700	ENST00000309863	ENST00000263026	ENST00000262043
ENST00000514985	ENST00000369144	ENST00000357596	ENST00000262043	ENST00000262039
ENST00000428680	ENST00000310850	ENST00000331327	ENST00000262039	ENST00000574882
ENST00000311128	ENST00000398392	ENST00000313511	ENST00000237642	ENST00000237642
ENST00000238961	ENST00000278319	ENST00000355237	ENST00000617335	ENST00000617335
ENST00000346128	ENST00000514985	ENST00000400577	ENST00000219611	ENST00000373944
ENST00000360954	ENST00000428680	ENST00000538384	ENST00000373944	ENST00000359957
ENST00000246166	ENST00000311128	ENST00000268379	ENST00000359957	ENST00000319540
ENST00000614971	ENST00000238961	ENST00000265175	ENST00000319540	ENST00000311966
ENST00000636400	ENST00000346128	ENST00000471841	ENST00000295797	ENST00000295797
ENST00000374212	ENST00000246166	ENST00000361113	ENST00000259746	ENST00000259746
ENST00000254718	ENST00000614971	ENST00000548547	ENST00000350027	ENST00000350027
ENST00000322563	ENST00000636400	ENST00000534348	ENST00000355815	ENST00000355815
ENST00000620860	ENST00000374212	ENST00000510168	ENST00000533371	ENST00000533371
ENST00000324048	ENST00000254718	ENST00000521789	ENST00000321300	ENST00000321300
ENST00000266079	ENST00000322563	ENST00000376544	ENST00000586790	ENST00000222718
ENST00000369215	ENST00000620860	ENST00000327726	ENST00000299565	ENST00000586790
ENST00000423902	ENST00000288078	ENST00000353868	ENST00000439122	ENST00000299565
ENST00000517309	ENST00000324048	ENST00000572447	ENST00000376019	ENST00000439122
ENST00000286835	ENST00000266079	ENST00000394688	ENST00000342016	ENST00000376019
ENST00000326505	ENST00000369215	ENST00000332290	ENST00000257787	ENST00000342016
ENST00000482108	ENST00000423902	ENST00000621943	ENST00000194900	ENST00000257787
ENST00000422785	ENST00000517309	ENST00000355943	ENST00000283646	ENST00000194900
ENST00000424542	ENST00000286835	ENST00000236137	ENST00000287078	ENST00000283646
ENST00000332981	ENST00000326505	ENST00000491895	ENST00000399231	ENST00000287078
ENST00000309863	ENST00000482108	ENST00000372022	ENST00000217244	ENST00000217244
ENST00000357596	ENST00000422785	ENST00000262768	ENST00000327237	ENST00000327237
ENST00000331327	ENST00000424542	ENST00000620771	ENST00000258052	ENST00000258052
ENST00000313511	ENST00000332981	ENST00000403638	ENST00000288937	ENST00000288937
ENST00000355237	ENST00000309863	ENST00000409757	ENST00000432096	ENST00000432096
ENST00000400577	ENST00000357596	ENST00000396847	ENST00000552951	ENST00000552951
ENST00000538384	ENST00000331327	ENST00000574298	ENST00000275428	ENST00000373624
ENST00000268379	ENST00000313511	ENST00000328908	ENST00000369940	ENST00000275428
ENST00000265175	ENST00000355237	ENST00000559237	ENST00000336032	ENST00000369940
ENST00000471841	ENST00000400577	ENST00000369878	ENST00000357997	ENST00000388822
ENST00000361113	ENST00000538384	ENST00000281471	ENST00000375587	ENST00000336032
ENST00000534348	ENST00000268379	ENST00000537098	ENST00000343813	ENST00000357997
ENST00000510168	ENST00000265175	ENST00000398399	ENST00000324537	ENST00000375587
ENST00000521789	ENST00000471841	ENST00000251343	ENST00000337233	ENST00000343813
ENST00000376544	ENST00000361113	ENST00000419016	ENST00000381883	ENST00000337233
ENST00000327726	ENST00000548547	ENST00000259951	ENST00000372851	ENST00000381883
ENST00000353868	ENST00000534348	ENST00000297029	ENST00000444864	ENST00000372851
ENST00000572447	ENST00000510168	ENST00000478691	ENST00000378295	ENST00000444864
ENST00000394688	ENST00000521789	ENST00000265339	ENST00000360814	ENST00000334274
ENST00000332290	ENST00000376544	ENST00000581486	ENST00000216479	ENST00000378295
ENST00000621943	ENST00000327726	ENST00000295124	ENST00000320631	ENST00000216479
ENST00000355943	ENST00000353868	ENST00000576479	ENST00000373247	ENST00000320631
ENST00000236137	ENST00000572447	ENST00000539644	ENST00000544301	ENST00000373247
ENST00000491895	ENST00000394688	ENST00000158771	ENST00000441174	ENST00000544301
ENST00000372022	ENST00000332290	ENST00000373312	ENST00000283875	ENST00000283875
ENST00000262768	ENST00000621943	ENST00000370228	ENST00000299314	ENST00000342435
ENST00000620771	ENST00000355943	ENST00000367765	ENST00000555044	ENST00000299314
ENST00000403638	ENST00000236137	ENST00000279068	ENST00000412756	ENST00000555044
ENST00000409757	ENST00000491895	ENST00000437198	ENST00000256010	ENST00000412756
ENST00000396847	ENST00000372022	ENST00000520539	ENST00000535456	ENST00000256010
ENST00000574298	ENST00000262768	ENST00000263026	ENST00000392749	ENST00000535456
ENST00000328908	ENST00000620771	ENST00000262043	ENST00000354293	ENST00000392749
ENST00000559237	ENST00000403638	ENST00000262039	ENST00000280346	ENST00000354293
ENST00000369878	ENST00000409757	ENST00000574882	ENST00000396144	ENST00000280346
ENST00000281471	ENST00000396847	ENST00000237642	ENST00000542527	ENST00000349752
ENST00000537098	ENST00000574298	ENST00000617335	ENST00000371475	ENST00000396144
ENST00000398399	ENST00000328908	ENST00000376371	ENST00000268802	ENST00000371475
ENST00000251343	ENST00000559237	ENST00000219611	ENST00000320339	ENST00000268802
ENST00000419016	ENST00000369878	ENST00000373944	ENST00000258955	ENST00000320339
ENST00000259951	ENST00000281471	ENST00000359957	ENST00000254730	ENST00000258955
ENST00000297029	ENST00000537098	ENST00000319540	ENST00000225698	ENST00000254730
ENST00000478691	ENST00000398399	ENST00000295797	ENST00000368063	ENST00000225698
ENST00000265339	ENST00000251343	ENST00000259746	ENST00000566339	ENST00000368063
ENST00000581486	ENST00000419016	ENST00000350027	ENST00000390658	ENST00000566339
ENST00000361360	ENST00000259951	ENST00000355815	ENST00000417956	ENST00000390658
ENST00000295124	ENST00000297029	ENST00000533371	ENST00000264930	ENST00000417956
ENST00000576479	ENST00000478691	ENST00000321300	ENST00000619636	ENST00000264930
ENST00000539644	ENST00000265339	ENST00000586790	ENST00000397256	ENST00000619636
ENST00000158771	ENST00000581486	ENST00000299565	ENST00000381151	ENST00000397256
ENST00000373312	ENST00000295124	ENST00000439122	ENST00000376980	ENST00000381151
ENST00000370228	ENST00000576479	ENST00000376019	ENST00000350721	ENST00000376980
ENST00000367765	ENST00000539644	ENST00000342016	ENST00000348227	ENST00000350721
ENST00000279068	ENST00000158771	ENST00000257787	ENST00000426705	ENST00000348227
ENST00000437198	ENST00000373312	ENST00000194900	ENST00000611249	ENST00000426705
ENST00000520539	ENST00000370228	ENST00000283646	ENST00000456909	ENST00000611249
ENST00000263026	ENST00000367765	ENST00000287078	ENST00000371600	ENST00000456909
ENST00000262043	ENST00000279068	ENST00000399231	ENST00000308360	ENST00000371600
ENST00000262039	ENST00000437198	ENST00000217244	ENST00000361951	ENST00000308360
ENST00000574882	ENST00000520539	ENST00000327237	ENST00000351797	ENST00000361951
ENST00000237642	ENST00000263026	ENST00000258052	ENST00000470360	ENST00000351797
ENST00000617335	ENST00000262043	ENST00000288937	ENST00000246533	ENST00000470360
ENST00000376371	ENST00000262039	ENST00000227471	ENST00000286574	ENST00000246533
ENST00000219611	ENST00000237642	ENST00000432096	ENST00000308167	ENST00000308167
ENST00000373944	ENST00000617335	ENST00000552951	ENST00000258201	ENST00000258201
ENST00000359957	ENST00000376371	ENST00000373624	ENST00000367103	ENST00000433867
ENST00000319540	ENST00000219611	ENST00000275428	ENST00000619898	ENST00000367103
ENST00000295797	ENST00000373944	ENST00000369940	ENST00000334270	ENST00000619898
ENST00000259746	ENST00000359957	ENST00000388822	ENST00000265564	ENST00000334270
ENST00000350027	ENST00000319540	ENST00000481247	ENST00000314891	ENST00000265564
ENST00000355815	ENST00000295797	ENST00000336032	ENST00000354371	ENST00000314891
ENST00000348831	ENST00000259746	ENST00000357997	ENST00000616936	ENST00000354371
ENST00000533371	ENST00000350027	ENST00000375587	ENST00000394965	ENST00000616936
ENST00000321300	ENST00000355815	ENST00000343813	ENST00000359039	ENST00000394965
ENST00000586790	ENST00000348831	ENST00000324537	ENST00000395474	ENST00000262384
ENST00000262366	ENST00000533371	ENST00000337233	ENST00000424011	ENST00000367696
ENST00000299565	ENST00000321300	ENST00000381883	ENST00000265990	ENST00000359039
ENST00000439122	ENST00000333751	ENST00000372851	ENST00000409784	ENST00000373640
ENST00000376019	ENST00000586790	ENST00000383703	ENST00000377819	ENST00000395474
ENST00000342016	ENST00000262366	ENST00000444864	ENST00000478722	ENST00000424011
ENST00000257787	ENST00000299565	ENST00000326756	ENST00000443617	ENST00000409784
ENST00000194900	ENST00000439122	ENST00000334274	ENST00000321442	ENST00000377819
ENST00000283646	ENST00000376019	ENST00000378295	ENST00000543196	ENST00000478722
ENST00000287078	ENST00000342016	ENST00000216479	ENST00000394053	ENST00000443617
ENST00000399231	ENST00000257787	ENST00000320631	ENST00000014914	ENST00000321442
ENST00000217244	ENST00000194900	ENST00000373247	ENST00000620338	ENST00000394053
ENST00000327237	ENST00000283646	ENST00000544301	ENST00000399069	ENST00000014914
ENST00000396658	ENST00000380130	ENST00000441174	ENST00000196489	ENST00000620338
ENST00000258052	ENST00000287078	ENST00000283875	ENST00000268206	ENST00000399069
ENST00000288937	ENST00000399231	ENST00000342435	ENST00000254108	ENST00000196489
ENST00000227471	ENST00000217244	ENST00000299314	ENST00000371785	ENST00000268206
ENST00000432096	ENST00000327237	ENST00000555044	ENST00000396410	ENST00000254108
ENST00000552951	ENST00000396658	ENST00000412756	ENST00000367742	ENST00000371785
ENST00000373624	ENST00000258052	ENST00000256010	ENST00000282549	ENST00000396410
ENST00000275428	ENST00000288937	ENST00000276204	ENST00000392845	ENST00000367742
ENST00000369940	ENST00000227471	ENST00000219299	ENST00000304987	ENST00000304987
ENST00000388822	ENST00000432096	ENST00000535456	ENST00000592782	ENST00000592782
ENST00000481247	ENST00000552951	ENST00000392749	ENST00000393118	ENST00000393118
ENST00000336032	ENST00000373624	ENST00000354293	ENST00000252674	ENST00000252674
ENST00000357997	ENST00000275428	ENST00000280346	ENST00000360289	ENST00000360289
ENST00000375587	ENST00000369940	ENST00000349752	ENST00000303407	ENST00000303407
ENST00000343813	ENST00000388822	ENST00000396144	ENST00000216554	ENST00000216554
ENST00000324537	ENST00000481247	ENST00000542527	ENST00000513963	ENST00000467125
ENST00000337233	ENST00000336032	ENST00000371475	ENST00000467125	ENST00000375799
ENST00000381883	ENST00000357997	ENST00000268802	ENST00000375799	ENST00000358204
ENST00000372851	ENST00000375587	ENST00000320339	ENST00000358204	ENST00000344318
ENST00000383703	ENST00000343813	ENST00000258955	ENST00000344318	ENST00000408965
ENST00000444864	ENST00000324537	ENST00000254730	ENST00000408965	ENST00000321897
ENST00000326756	ENST00000337233	ENST00000225698	ENST00000321897	ENST00000310380
ENST00000334274	ENST00000381883	ENST00000372927	ENST00000310380	ENST00000261900
ENST00000378295	ENST00000372851	ENST00000368063	ENST00000261900	ENST00000393409
ENST00000360814	ENST00000383703	ENST00000566339	ENST00000393409	ENST00000328459
ENST00000216479	ENST00000444864	ENST00000390658	ENST00000328459	ENST00000422081
ENST00000320631	ENST00000326756	ENST00000417956	ENST00000265963	ENST00000265963
ENST00000373247	ENST00000334274	ENST00000264930	ENST00000264552	ENST00000392192
ENST00000544301	ENST00000378295	ENST00000619636	ENST00000456315	ENST00000264552
ENST00000441174	ENST00000360814	ENST00000397256	ENST00000262056	ENST00000456315
ENST00000283875	ENST00000216479	ENST00000381151	ENST00000268533	ENST00000262056
ENST00000396663	ENST00000320631	ENST00000376980	ENST00000407192	ENST00000268533
ENST00000342435	ENST00000373247	ENST00000350721	ENST00000367409	ENST00000407192
ENST00000299314	ENST00000544301	ENST00000348227	ENST00000376663	ENST00000367409
ENST00000555044	ENST00000441174	ENST00000426705	ENST00000616199	ENST00000376663
ENST00000412756	ENST00000283875	ENST00000611249	ENST00000209728	ENST00000616199
ENST00000256010	ENST00000342435	ENST00000456909	ENST00000535902	ENST00000209728
